Store Name,City,Address,Rating,Hours,Phone,Website,Social Media Links,Services,Sports/TCG Available,lat,lng
Gamer's Spot,Drummondville,"441 rue Lindsay, Drummondville, QC",,,819-472-5389,,,Sells;Sells Wax,Pokemon;Magic;Hockey,45.88001,-72.48349
Boutique Sportive Alexcardz,Victoriaville,"259 rue Notre-Dame Est, suite 101, Victoriaville, QC",,,819-604-6550,https://www.facebook.com/Alexcardz/,https://www.facebook.com/Alexcardz/,Sells;Buys;Trades Singles,Hockey;Baseball;Basketball;Football,46.05756,-71.95211
Lobby Sport,Saint-Hyacinthe,"5700 rue Martineau, local 106, Saint-Hyacinthe, QC",,,450-253-0202,,,Sells;Sells Wax,Hockey,45.64411,-72.97431
Zone Collection Rive-Sud (Saint-Hyacinthe),Saint-Hyacinthe,"1260 rue des Cascades, Saint-Hyacinthe, QC",,,450-999-3514,https://www.zonecollection.ca/,,Sells;Sells Wax,Hockey;Pokemon;Magic,45.62575,-72.94441
Taverne du Collectionneur,Saint-Hyacinthe,"1060 boulevard Laurier Est, Saint-Hyacinthe, QC",,,450-768-5541,,,Sells;Sells Wax,Hockey;Pokemon,45.63159,-72.93591
Cartomanie,Jonquière (Saguenay),"2408 rue Saint-Dominique, Jonquière, QC G7X 6K6",,,418-695-8031,http://www.cartomanie.com/,,Sells;Buys;Trades Singles,Hockey;Baseball;Basketball;Football,48.41172,-71.25543
Hobby O Max Chicoutimi,Chicoutimi (Saguenay),"405 rue Racine Est, Chicoutimi, QC",,,418-549-9395,,,Sells;Sells Wax,Hockey;Pokemon,48.42831,-71.05610
L'Imaginaire Chicoutimi,Chicoutimi (Saguenay),"1401 boulevard Talbot, Chicoutimi, QC",,,418-579-1966,https://imaginaire.com/fr,,Sells;Sells Wax,Hockey;Pokemon;Magic,48.40481,-71.05435
Kingdom of Titans,Chicoutimi (Saguenay),"1445A rue des Champs-Élysées, Chicoutimi, QC",,,418-557-5087,,,Sells;Sells Wax,Pokemon;Magic;Hockey,48.40244,-71.05076
Galerie du Jouet Chicoutimi,Chicoutimi (Saguenay),"1898 boulevard Talbot, Chicoutimi, QC",,,418-696-2664,,,Sells;Sells Wax,Hockey,48.39530,-71.07114
TW Chicoutimi,Jonquière (Saguenay),"363 rue Racine Est, Jonquière, QC G7H 4S5",,,418-973-2113,https://www.twsportscards.com/,,Sells;Buys;Trades Singles,Hockey;Baseball;Basketball;Football,48.42773,-71.05735
Hobby Saguenay,Jonquière (Saguenay),"2321 rue Poitras, Jonquière, QC",,,581-668-5778,,,Sells;Sells Wax,Hockey;Pokemon,48.40930,-71.17560
Galerie du Jouet Jonquière,Jonquière (Saguenay),"3460 boulevard Saint-François, Jonquière, QC",,,418-547-5361,,,Sells;Sells Wax,Hockey,48.41392,-71.22574
Galerie du Jouet Alma,Alma,"1435 avenue du Pont Sud, Alma, QC",,,418-662-6221,,,Sells;Sells Wax,Hockey,48.52900,-71.65020
Galerie du Jouet Roberval,Roberval,"1221 boulevard Marcotte, Roberval, QC",,,418-275-6429,,,Sells;Sells Wax,Hockey,48.52377,-72.23509
Galerie du Jouet St-Félicien,Saint-Félicien,"1200 boulevard Saint-Félicien, Saint-Félicien, QC",,,418-679-3714,,,Sells;Sells Wax,Hockey,48.65338,-72.45821
Galerie du Jouet Dolbeau,Dolbeau-Mistassini,"1311 boulevard Wallberg, Dolbeau-Mistassini, QC",,,418-276-8592,,,Sells;Sells Wax,Hockey,48.87786,-72.22851
Le Coin de la Carte Sportive,Gatineau,"715 boulevard Saint-Joseph, Gatineau, QC",,,819-770-4103,https://www.lecoindelacartesportive.com/,https://www.facebook.com/lecoindelacartesportive/,Sells;Buys;Trades Singles;Sells Wax,Hockey;Baseball;Basketball;Football,45.45590,-75.74203
Le Centre du Comic Carte Sportive,Gatineau,"865 boulevard Maloney Est, Gatineau, QC",,,819-669-6730,,,Sells;Sells Wax,Hockey;Other,45.48682,-75.60448
Le Foyer du Vidéo,Maniwaki,"184 rue Commerciale, Maniwaki, QC",,,819-449-2359,,,Sells;Sells Wax,Hockey,46.37530,-75.97971
La Zone Rétro,Val-d'Or,"864 3e Avenue, Val-d'Or, QC J9P 1T1",,,819-825-8273,https://www.lazonevd.com/,,Sells;Buys;Trades Singles,Hockey;Pokemon;Magic,48.10333,-77.78887
La Zone Rétro,Amos,"82 1re Avenue Est, Amos, QC J9T 4B2",,,819-825-8273,https://www.lazonevd.com/,,Sells;Buys;Trades Singles,Hockey;Pokemon;Magic,48.57150,-78.11339
La Zone Rétro,Rouyn-Noranda,"93 avenue Principale, Rouyn-Noranda, QC J9X 4P2",,,819-764-9663,https://www.lazonevd.com/,,Sells;Buys;Trades Singles,Hockey;Pokemon;Magic,48.24073,-79.01977
Modern TCG,Rouyn-Noranda,"10a rue Perreault Est, Rouyn-Noranda, QC J9X 4M7",,,819-290-8460,,,Sells;Sells Wax,Pokemon;Magic;Hockey,48.23796,-79.01967
Bocado,La Sarre,"255 3e Rue Est, La Sarre, QC",,,819-333-3384,,,Sells;Sells Wax,Hockey;Pokemon,48.80562,-79.19756
Spoutnik Gaspésie,Chandler,"45 boulevard Pabos, local 1B, Chandler, QC G0C 2H0",,,418-689-6009,https://spoutnikgaspesie.ca/,,Sells;Sells Wax,Hockey;Pokemon;Magic,48.35154,-64.65714
Librairie Alpha,Gaspé,"168 rue de la Reine, Gaspé, QC",,,418-368-5514,,,Sells;Sells Wax,Hockey,48.82897,-64.48517
Hobby Sport Îles-de-la-Madeleine,L'Étang-du-Nord,"1011 chemin de la Vernière, L'Étang-du-Nord, QC",,,418-986-3044,,,Sells;Sells Wax,Hockey,47.37095,-61.88312
Achetons-Vendons,Rivière-du-Loup,"246 rue Lafontaine, Rivière-du-Loup, QC",,,418-860-3232,,,Sells;Sells Wax,Hockey,47.83412,-69.53738
Strictly Singles Sports Cards,Halifax,"3200 Kempt Road, Halifax, NS B3K 4X1",,,902-455-2132,http://www.strictlysinglessports.com/,,Sells;Buys;Trades Singles;Sells Wax,Hockey;Baseball;Basketball;Football;Pokemon;Magic;Other,44.65923,-63.60700
D&M Sports,Halifax,"201 Chain Lake Drive, Unit 17A, Bayers Lake, Halifax, NS B3S 1C8",,,902-468-1895,https://www.dmsportscards.com/,,Sells;Buys;Trades Singles;Sells Wax,Hockey;Baseball;Basketball;Football;Pokemon,44.64893,-63.67708
AMG Collectibles,Bedford (Halifax),"1658 Bedford Highway, Unit 200, Bedford, NS",,,902-407-5002,https://amgcollectibles.ca/,,Sells,Hockey;Baseball;Basketball;Football,44.73640,-63.65684
Light the Lamp Sports Cards,Sydney,"367 Charlotte Street, Sydney, NS",,,902-562-6776,,,Sells;Sells Wax,Hockey,46.13715,-60.19424
Henry's Hut Hobbies and Collectibles,New Glasgow,"168 Archimedes Street, New Glasgow, NS",,,902-752-9366,,,Sells;Sells Wax,Hockey;Pokemon,45.58704,-62.64447
Rainbow's End Book and Discs,Wolfville,"395 Main Street, Wolfville, NS",,,902-697-3090,,,Sells;Sells Wax,Hockey,45.09150,-64.36056
Books Galore,Coldbrook,"6637 Highway 1, Unit 4, Coldbrook, NS",,,902-679-9816,,,Sells;Sells Wax,Hockey,45.06179,-64.59942
Gator Byte Computers & Entertainment,Yarmouth,"316 Main Street, Yarmouth, NS",,,902-742-2287,,,Sells;Sells Wax,Hockey;Pokemon,43.83557,-66.12023
D&M Sports Cards,Moncton,"34 Plaza Boulevard, Moncton, NB E1C 0G4",,,506-852-3244,https://www.dmsportscards.com/,,Sells;Buys;Trades Singles;Sells Wax,Hockey;Baseball;Basketball;Football;Pokemon,46.11334,-64.82743
Trading Card Warehouse,Moncton,"102 Saint George Street, Moncton, NB",,,506-889-7452,https://www.facebook.com/p/Trading-Card-Warehouse-61570242275486/,https://www.facebook.com/p/Trading-Card-Warehouse-61570242275486/,Sells,Pokemon;Magic;One Piece;Lorcana,46.09225,-64.77646
B&T Sportscards & Gaming,Bathurst,"275 Douglas Avenue, Bathurst, NB",,,506-549-4327,,,Sells;Sells Wax,Hockey;Pokemon;Magic,47.61925,-65.65604
Vintage Pursuit Hobby Shop,Saint John,"519 Westmorland Road, Saint John, NB",,,506-645-1121,,,Sells;Buys;Trades Singles,Hockey;Baseball;Basketball;Football;Other,45.30738,-66.01656
Heroes' Beacon,Saint John,"25 Charlotte Street, Saint John, NB",,,506-214-5755,,,Sells;Sells Wax,Pokemon;Magic;Hockey,45.27448,-66.05936
Fundy Coins and Collectibles,Saint John,"78 Main Street West, Saint John, NB",,,506-642-2646,,,Sells;Sells Wax,Hockey,45.25673,-66.09710
Cardboard Slingers Collectables,Oromocto,"268 Restigouche Road, Oromocto, NB",,,506-262-6699,,,Sells;Sells Wax,Hockey;Pokemon,45.84121,-66.49887
Card Rack,Fredericton,"Brookside Mall, 435 Brookside Drive, Unit 68, Fredericton, NB",,,506-451-7773,https://www.facebook.com/cardrackbrooksidemall/,https://www.facebook.com/cardrackbrooksidemall/,Sells;Sells Wax,Hockey;Pokemon;Magic,45.99222,-66.65201
Cardboard Hero Fredericton,Fredericton,"Fredericton, NB",,,506-206-9505,https://www.cardboardherofredericton.com/,https://www.facebook.com/cardboardherofredericton,Sells;Grading Services;Sells Wax,Pokemon;Magic;One Piece;Lorcana;Yu-Gi-Oh;Hockey;Baseball;Basketball;Football,45.96112,-66.64175
Endeavours ThinkPlay,Fredericton,"Fredericton, NB",,,,https://www.endeavoursthinkplay.com/,,Sells,Pokemon;Magic,45.96112,-66.64175
Boutique Nostalgies,Lamèque,"83 rue du Pêcheur Nord, Lamèque, NB",,,506-599-9501,,,Sells;Sells Wax,Hockey,47.79802,-64.64425
Backmandy Collectibles,Charlottetown,"152 Belvedere Avenue, Charlottetown, PE C1A 2Z1",,,902-892-3113,https://backmandy.ca/,https://www.facebook.com/BackmandyCollectibles/,Sells;Buys;Trades Singles;Sells Wax,Hockey;Baseball;Basketball;Football,46.25555,-63.12908
Exor Games,Charlottetown,"51 Allen Street, Charlottetown, PE",,,902-894-6371,https://exorgames.com/,,Sells;Sells Wax,Pokemon;Magic;Hockey,46.24620,-63.13137
EM Cards and Collectibles,Charlottetown,"95 Capital Drive, Unit 1166, Charlottetown, PE",,,902-894-9834,,,Sells;Sells Wax,Hockey;Pokemon,46.26508,-63.15500
Gifted Rookies,Charlottetown,"Royalty Crossing Mall, 670 University Avenue, Charlottetown, PE",,,,https://giftedrookies.ca/,,Sells;Buys;Trades Singles,Hockey;Baseball;Basketball;Football;Soccer;Golf,46.26472,-63.14691
Downtown Cards,Charlottetown,"Charlottetown, PE",,,,https://www.facebook.com/downtowncards/,https://www.facebook.com/downtowncards/,Sells,Hockey;Pokemon;Other,46.23541,-63.12654
Maverick Sports & Collectables,St. John's,"250 Water Street, St. John's, NL",,,709-738-2888,https://www.facebook.com/mavericksportsandcollectables/,https://www.facebook.com/mavericksportsandcollectables/,Sells;Buys;Trades Singles;Sells Wax,Hockey;Baseball;Basketball;Football;Other,47.56280,-52.70862
Nether World,St. John's,"44 Crosbie Road, St. John's, NL",,,709-754-4017,,,Sells;Sells Wax,Pokemon;Magic;Hockey,47.55729,-52.74373
Entertainment Centre,St. John's,"37 O'Leary Avenue, St. John's, NL",,,709-754-2277,,,Sells;Sells Wax,Hockey;Pokemon,47.55976,-52.76017
Entertainment Centre,Bay Roberts,"260 Main Road, Bay Roberts, NL",,,709-786-0963,,,Sells;Sells Wax,Hockey;Pokemon,47.57218,-53.25064
CardBreakNL,Mount Pearl,"1027 Topsail Road North, Unit 301, Mount Pearl, NL",,,709-745-5791,,,Sells;Breaks;Sells Wax,Hockey,47.52469,-52.80895
Cards Coins and Collectibles,Corner Brook,"8 Broadway, Corner Brook, NL",,,709-634-8200,,,Sells;Sells Wax,Hockey,48.95061,-57.95316
Pastime Sports & Games (Langley),Langley,"#102 - 6375 202 Street, Langley, BC V2Y 1N1",,,604-530-5507,https://pastimesports.ca/,,Buys;Sells;Trades Singles;Sells Wax;Breaks,Hockey;Baseball;Basketball;Football;Pokemon;Magic;Other,49.11834,-122.66390
Pastime Sports & Games (Metrotown),Burnaby,"Metropolis at Metrotown Unit G15, 4700 Kingsway, Burnaby, BC V5H 4M5",,,604-432-9979,https://pastimesports.ca/,,Buys;Sells;Trades Singles;Sells Wax;Breaks,Hockey;Baseball;Basketball;Football;Pokemon;Magic;Other,49.22675,-123.00118
Pastime Sports & Games (Capilano),North Vancouver,"Capilano Mall Unit 37, 935 Marine Drive, North Vancouver, BC",,,236-551-2257,https://pastimesports.ca/,,Buys;Sells;Trades Singles;Sells Wax;Breaks,Hockey;Baseball;Basketball;Football;Pokemon;Magic;Other,49.32248,-123.10013
Pastime Sports & Games (Guildford),Surrey,"Guildford Town Centre, 10355 152 Street, Surrey, BC",,,604-584-5507,https://pastimesports.ca/,,Buys;Sells;Trades Singles;Sells Wax;Breaks,Hockey;Baseball;Basketball;Football;Pokemon;Magic;Other,49.18948,-122.80350
Wally's Pro Sports Cards,Vancouver,"2646 E Hastings St, Vancouver, BC",,,604-255-8955,https://www.wallyscards.ca/,https://www.facebook.com/p/Wallys-Pro-Sports-Cards-100084008919534/,Buys;Sells;Sells Wax,Hockey;Football;Baseball;Pokemon;Magic;Other,49.28088,-123.05056
UBECard,Vancouver,"4306 Dunbar Street, Vancouver, BC V6S 2G3",,,604-394-2273,https://ubecard.com/,,Buys;Sells;Trades Singles;Grading Services;Sells Wax;Breaks;Trade Nights,Hockey;Baseball;Basketball;Football;Pokemon;Magic;Other,49.24795,-123.18507
Local Legends Cards & Collectibles,Vancouver,"1610 Robson St #110, Vancouver, BC V6G 1C7",,,604-674-3676,https://www.locallegendscardsncollectibles.com/,https://www.facebook.com/LocalLegendsCnC/,Buys;Sells;Trades Singles,Hockey;Football;Baseball;Basketball;Pokemon;Magic;Other,49.28946,-123.13295
Hobbybox604,North Vancouver,"708 Queensbury Avenue, North Vancouver, BC V7L 3V9",,,604-900-1884,https://604hobbybox.com/,,Sells;Breaks,Hockey;Baseball;Basketball;Football;Other,49.31276,-123.05718
Let's Collect Cards,Burnaby,"141-9855 Austin Road, Burnaby, BC V3J 1N4",,,236-979-2270,https://www.letscollectcards.com/,,Buys;Sells;Trades Singles;Grading Services;Breaks,Hockey;Baseball;Basketball;Football;Pokemon;Other,49.25133,-122.89586
Arcardia Collectibles & Exchange,Richmond,"3700 No. 3 Rd Unit #2320, Richmond, BC V6X 2C1",,,778-707-8778,https://arcardia.ca/,,Buys;Sells;Trades Singles,Other;Pokemon;Magic,49.18621,-123.13344
Vancity CJ Trading Cards,Richmond,"3700 No. 3 Rd Unit 2340 (Yaohan Centre), Richmond, BC V6X 2C1",,,778-858-6899,https://vancitycj.com/,https://www.instagram.com/vancity.cj/,Buys;Sells;Trades Singles,Pokemon;Other,49.18621,-123.13344
Team Collectors,Richmond,"Parker Place Mall, 4380 No. 3 Road, Richmond, BC V6X 3V7",,,,https://teamcollectors.com/,,Sells;Trades Singles,Pokemon;Other,49.18166,-123.13508
Collectors Corner,Maple Ridge,"102-20285 Stewart Crescent, Maple Ridge, BC V2X 8G1",,,,https://collectorscorner.ca/,,Buys;Sells,Hockey;Baseball;Basketball;Football;Other,49.21034,-122.66072
Wiser's Wide World of Collectibles,Langley,"B2-9640 201 Street, Langley, BC V1M 3E8",,,604-882-7616,https://www.wiserscollectibles.com/,,Buys;Sells;Trades Singles;Breaks,Hockey;Baseball;Basketball;Football;Magic;Other,49.17816,-122.66357
Goalline Sports Cards,Chilliwack,"District 1881, 46128 Yale Rd, Chilliwack, BC",,,,,https://www.facebook.com/goallinesportscards/,Buys;Sells;Breaks,Hockey;Baseball;Basketball;Football,49.17108,-121.95148
Kanto Poke Mart,Chilliwack,"District 1881, 46128 Yale Rd, Chilliwack, BC",,,,,,Sells,Pokemon,49.17108,-121.95148
Triple Play Sports Cards,Victoria,"1209 Wharf St, Victoria, BC V8W 1T9",,,250-384-3311,https://www.tripleplaysc.com/,https://www.facebook.com/tripleplaysc/,Buys;Sells;Trades Singles,Hockey;Baseball;Basketball;Football;Pokemon;Magic;Other,48.42623,-123.36983
Gauntlet Games,Victoria,"103-1633 Hillside Ave, Victoria, BC V8T 2C4",,,,https://www.gauntletgamesvictoria.ca/,,Sells;Trades Singles,Pokemon;Magic;Other,48.44493,-123.33437
Epic Games & More,Victoria,"776 Hillside Ave, Victoria, BC",,,,https://www.epicgamesvic.com/,,Sells,Pokemon;Magic;Other,48.43926,-123.36419
Sports Card Alley,Nanaimo,"2220 Bowen Road, Nanaimo, BC V9S 1H9",,,250-758-1484,,https://www.facebook.com/sportalley/,Buys;Sells;Trades Singles,Hockey;Pokemon;Magic;Other,49.19294,-123.99170
Colossal Cards and Collectables,Courtenay,"542 Comox Road, Courtenay, BC V9N 3P4",,,250-871-6627,,https://www.facebook.com/Colossal.CV/,Buys;Sells;Trades Singles,Hockey;Pokemon;Magic;Other,49.69361,-124.99220
The Card Corner and Games,Port Alberni,"Unit A - 5262 Argyle Street, Port Alberni, BC V9Y 1T9",,,,,,Sells;Trades Singles,Pokemon;Magic;Other,49.23452,-124.81169
Players Choice Sports,Kelowna,"2-310 Banks Rd, Kelowna, BC V1X 6Y4",,,250-862-2737,https://playerschoicesports.com/,https://www.facebook.com/playerschoicekelowna/,Buys;Sells;Trades Singles;Sells Wax;Breaks,Hockey;Baseball;Basketball;Football;Other,49.88520,-119.42436
Okanagan Sportscards & Comics,Kelowna,"1795 Harvey Ave, Kelowna, BC V1Y 6G4",,,250-860-6554,https://okanagansportscardsandcomics.com/,https://www.facebook.com/Okanagancomics/,Buys;Sells,Hockey;Baseball;Basketball;Football;Pokemon;Magic;Other,49.88150,-119.45592
Penticton Sports Cards & Collectables,Penticton,"288 Westminster Ave W, Penticton, BC V2A 1J9",,,250-460-2773,,https://www.facebook.com/PentictonSportsCards/,Buys;Sells;Trades Singles,Pokemon;Magic;Other,49.49917,-119.59744
Omar's Collectibles,Vernon,"3404 31st Avenue, Vernon, BC V1T 7L3",,,250-503-5501,https://www.omarsbc.ca/,,Buys;Sells,Hockey;Baseball;Basketball;Football;Other,50.26438,-119.27784
Kootenay Sports Cards & Collectables,Cranbrook,"1777 2nd Street N, Cranbrook, BC V1C",,,,,https://www.instagram.com/kootenaysportscards/,Buys;Sells;Trades Singles,Hockey;Baseball;Basketball;Football;Other,49.51302,-115.75709
The Game Hub,Kamloops,"1304 Battle St, Kamloops, BC V2C 2N8",,,,https://www.thegamehub.ca/,,Sells;Trades Singles,Pokemon;Magic;Other,50.67335,-120.30903
Desert City Games,Kamloops,"171 Leigh Rd, Kamloops, BC",,,250-457-2257,https://www.desertcitygamestcg.ca/,https://www.facebook.com/DesertCityGames/,Sells;Trades Singles,Pokemon;Magic;Other,50.68548,-120.35063
Tumbleweed Toys,Kamloops,"1201-A Summit Drive, Kamloops, BC V2C 6B8",,,250-372-3500,https://www.tumbleweedtoys.ca/,,Sells,Pokemon;Magic;Other,50.66723,-120.35318
Great White Toys · Comics · Games,Prince George,"795 Central Street W, Prince George, BC",,,,https://www.greatwhite.ca/,https://www.facebook.com/greatwhite.ca/,Sells,Hockey;Pokemon;Magic;Other,53.91909,-122.78326
A-Star Collectibles,Prince George,"Pine Centre Mall, 3055 Massey Drive, Prince George, BC V2N 2S9",,,,,,Sells,Hockey;Baseball;Basketball;Football;Other,53.89931,-122.78008
Mandalorian Emporium,Squamish,"1333 Pemberton Ave, Squamish, BC V8B 0A6",,,,,https://www.facebook.com/MandalorianEmporium/,Sells;Trades Singles,Pokemon;Magic;Other,49.70257,-123.15235
306 Sports Cards,Saskatoon,"2B 718 Circle Drive East, Saskatoon, SK",,,306-979-2273,https://www.306sportscards.com/,https://www.facebook.com/306sportscards/,Buys;Sells;Trades Singles;Grading Services;Breaks,Hockey;Baseball;Basketball;Football;Pokemon;Other,52.15836,-106.65545
RAD Cards and Collectibles,Saskatoon,"A7 3510 8th Street East, Saskatoon, SK",,,,https://radcardsandcollectibles.com/,https://www.facebook.com/p/RAD-Cards-and-Collectibles-100089882463699/,Buys;Sells,Hockey;Baseball;Basketball;Football;Other,52.11342,-106.59642
Collector's Lane,Saskatoon,"34-2325 Preston Avenue (Market Mall), Saskatoon, SK S7J 2G2",,,306-373-9911,https://saskatoonmarketmall.com/stores/collector-s-lane/,,Sells;Trades Singles,Hockey;Pokemon;Magic;Other,52.10144,-106.62020
Mana Vault,Saskatoon,"3521 8 St E Unit B7, Saskatoon, SK S7H 0W5",,,,https://themanavault.ca/,https://www.facebook.com/manavaultsk/,Sells;Trades Singles,Pokemon;Magic;Other,52.11502,-106.62502
Big Time Sportscards,Regina,"1042 Albert Street, Regina, SK",,,,,,Buys;Sells,Hockey;Baseball;Basketball;Football;Other,50.46210,-104.61860
Man Cave Sports Cards,Regina,"B-1865 Mackay St, Regina, SK",,,,,,Buys;Sells,Hockey;Baseball;Basketball;Football;Other,50.44899,-104.58057
The Nut Man (Cards & Collectables),Regina,"1408 Lorne St, Regina, SK S4R 2K4",,,306-565-3909,https://www.nutmanregina.com/,,Sells,Hockey;Pokemon;Magic;Other,50.45650,-104.61380
Sportsworld Collectibles,Regina,"Victoria Square Shopping Centre, 2223 Victoria Avenue E, Regina, SK S4N 6E4",,,,,https://www.facebook.com/sportsworldcollectibles/,Buys;Sells,Hockey;Other,50.44533,-104.55231
Flawless Victory,Prince Albert,"2805 6 Ave E #106, Prince Albert, SK S6V 6Z6",,,,https://www.flawlessvictory.ca/,,Sells,Pokemon;Magic;Other,53.18689,-105.73855
Ultimate Fan Zone,Moose Jaw,"37 Main St N, Moose Jaw, SK S6H 0V8",,,306-693-3267,https://ultimatefanzone.ca/,https://www.facebook.com/UltimateFanzoneMooseJaw/,Sells,Hockey;Pokemon;Magic;Other,50.39055,-105.53438
Superstars Sports Collectibles,Winnipeg,"1885C Portage Avenue, Winnipeg, MB R3J 0H3",,,,http://www.superstarssports.com/,,Buys;Sells,Hockey;Baseball;Basketball;Football;Other,49.87900,-97.21973
CanCentral Sports Cards & Memorabilia,Winnipeg,"101-995 Milt Stegall Drive, Winnipeg, MB R3G 3H7",,,204-775-9631,https://www.cancentralsportscards.com/,,Buys;Sells;Trades Singles,Hockey;Baseball;Basketball;Football;Other,49.89378,-97.19734
Lower Level Sports Cards & Collectibles,Winnipeg,"189 Henderson Highway, Winnipeg, MB R2L 1L7",,,204-421-1299,https://lowerlevelsportscards.ca/,https://www.facebook.com/p/Lower-Level-Sports-Cards-Collectibles-100089170722997/,Buys;Sells;Trades Singles,Hockey;Baseball;Basketball;Football;Other,49.91307,-97.11522
First Row Collectibles,Winnipeg,"1835 Main Street, Winnipeg, MB R2V 2A4",,,,https://www.firstrow.ca/,https://www.facebook.com/firstrow.ca/,Buys;Sells;Trades Singles,Hockey;Baseball;Basketball;Football;Pokemon;Other,49.93847,-97.11579
Joe Daley's Sports & Framing,Winnipeg,"513 St. Mary's Road, Winnipeg, MB R2M 3L2",,,,https://joedaleysportscards.com/,https://www.facebook.com/JoeDaleysSports/,Buys;Sells,Hockey;Baseball;Basketball;Football;Pokemon;Other,49.86764,-97.11042
Inner Hero Collectibles,Brandon,"1911 Richmond Ave (Shoppers Mall), Brandon, MB R7B 0T4",,,,,,Sells,Pokemon;Other;Hockey,49.82785,-99.96428
I Want That Stuff,Brandon,"1608 Park Ave, Brandon, MB R7A 1J5",,,,https://iwantthatstuff.store/,https://www.facebook.com/iwantthatstuffbdn/,Sells;Trades Singles,Hockey;Pokemon;Magic;Other,49.83557,-99.95999
Thompson Auto Wash (Collectibles),Thompson,"Thompson, MB",,,,,,Sells;Trade Nights,Pokemon;Magic;Other,55.74193,-97.85995
Ogre's Lair Family Game Shop,Yellowknife,"26-5022 49th Street (Centre Square Mall), Yellowknife, NT",,,867-444-8526,,https://www.facebook.com/OgresLair/,Sells;Trades Singles,Pokemon;Magic;Other,62.45309,-114.36732
The Tabletop Games & Collectibles,Yellowknife,"Unit 8 - 483 Range Lake Rd, Yellowknife, NT",,,867-446-8878,,https://www.facebook.com/thetabletopyk/,Sells,Pokemon;Magic;Other,62.44588,-114.40999
Armadillo Games,Canmore,"103-713 Main Street, Canmore, AB T1W 2B2",,,587-361-0033,https://armadillogames.ca/,https://www.facebook.com/ArmadilloGamesCanmore/,Sells;Trades Singles,Pokemon;Magic;Other,51.08922,-115.35923
